year,category,nominee,winner
1983,Film | Direction in 1983,On Golden Pond,False
1983,Film | Fellowship in 1983,Richard Attenborough,True
1983,Film | Film in 1983,Gandhi,True
1983,Film | Film in 1983,ET: The Extra-Terrestrial,False
1983,Film | Film in 1983,Missing,False
1983,Film | Film in 1983,On Golden Pond,False
1983,Film | Film Editing in 1983,Missing,True
1983,Film | Film Editing in 1983,Blade Runner,False
1983,Film | Film Editing in 1983,ET: The Extra-Terrestrial,False
1983,Film | Film Editing in 1983,Gandhi,False
1983,Film | Foreign Language Film in 1983,Christ Stopped At Eboli (Cristo Si È Fermato A Eboli),True
1983,Film | Foreign Language Film in 1983,The Boat (Das Boot),False
1983,Film | Foreign Language Film in 1983,Diva,False
1983,Film | Foreign Language Film in 1983,Fitzcarraldo,False
1983,Film | Make-Up Artist in 1983,"Sarah Monzani, Christopher Tucker, Michelle Burke",True
1983,Film | Make-Up Artist in 1983,Marvin G Westmore,False
1983,Film | Make-Up Artist in 1983,Robert Sidell,False
1983,Film | Make-Up Artist in 1983,Tom Smith,False
1983,Film | Most Promising Newcomer To Leading Film Roles in 1983,Gandhi,True
1983,Film | Most Promising Newcomer To Leading Film Roles in 1983,ET: The Extra-Terrestrial,False
1983,Film | Most Promising Newcomer To Leading Film Roles in 1983,ET: The Extra-Terrestrial,False
1983,Film | Most Promising Newcomer To Leading Film Roles in 1983,Body Heat,False
1983,Film | Original Song Written for a Film in 1983,Pink Floyd The Wall (Another Brick In The Wall),True
1983,Film | Original Song Written for a Film in 1983,Rocky III (Eye Of The Tiger),False
1983,Film | Original Song Written for a Film in 1983,Ragtime (One More Hour),False
1983,Film | Original Song Written for a Film in 1983,Annie (Tomorrow),False
1983,Film | Outstanding British Contribution To Cinema in 1983,Arthur Wooster,True
1983,Film | Production Design in 1983,Blade Runner,True
1983,Film | Production Design in 1983,ET: The Extra-Terrestrial,False
1983,Film | Production Design in 1983,Gandhi,False
1983,Film | Production Design in 1983,Reds,False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",Burden Of Dreams,True
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",The Atomic Café,False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",Not A Love Story,False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",The Weavers: Wasn't That A Time,False
1983,Film | Score for a Film in 1983,ET: The Extra-Terrestrial,True
1983,Film | Score for a Film in 1983,Blade Runner,False
1983,Film | Score for a Film in 1983,Gandhi,False
1983,Film | Score for a Film in 1983,Missing,False
1983,Film | Screenplay in 1983,Missing,True
1983,Film | Screenplay in 1983,ET: The Extra-Terrestrial,False
1983,Film | Screenplay in 1983,Gandhi,False
1983,Film | Screenplay in 1983,On Golden Pond,False
1983,Film | Short Animation in 1983,Dreamland Express,True
1983,Film | Short Animation in 1983,Some Of Your Bits Ain't Nice,False
1983,Film | Short Animation in 1983,Sound Collector,False
1983,Film | Short Film in 1983,The Privilege,True
1983,Film | Short Film in 1983,Rating Notman,False
1983,Film | Short Film in 1983,The Rocking Horse Winner,False
1983,Film | Short Film in 1983,A Shocking Accident,False
1983,Film | Sound in 1983,Pink Floyd The Wall,True
1983,Film | Sound in 1983,Blade Runner,False
1983,Film | Sound in 1983,ET: The Extra-Terrestrial,False
1983,Film | Sound in 1983,Gandhi,False
1983,Film | Special Visual Effects in 1983,Poltergeist,True
1983,Film | Special Visual Effects in 1983,Blade Runner,False
1983,Film | Special Visual Effects in 1983,ET: The Extra-Terrestrial,False
1983,Film | Special Visual Effects in 1983,Tron,False
1983,Film | Supporting Actor in 1983,Jack Nicholson,True
1983,Film | Supporting Actor in 1983,Frank Finlay,False
1983,Film | Supporting Actor in 1983,Edward Fox,False
1983,Film | Supporting Actor in 1983,Roshan Seth,False
1983,Film | Supporting Actress in 1983,Rohini Hattangadi,True
1983,Film | Supporting Actress in 1983,Maureen Stapleton,True
1983,Film | Supporting Actress in 1983,Candice Bergen,False
1983,Film | Supporting Actress in 1983,Jane Fonda,False
1984,Film | Actor in 1984,Michael Caine,True
1984,Film | Actor in 1984,Dustin Hoffman,True
1984,Film | Actor in 1984,Michael Caine,False
1984,Film | Actor in 1984,Robert De Niro,False
1984,Film | Actress in 1984,Julie Walters,True
1984,Film | Actress in 1984,Jessica Lange,False
1984,Film | Actress in 1984,Phyllis Logan,False
1984,Film | Actress in 1984,Meryl Streep,False
1984,Film | Adapted Screenplay in 1984,Heat And Dust,True
1984,Film | Adapted Screenplay in 1984,Betrayal,False
1984,Film | Adapted Screenplay in 1984,Educating Rita,False
1984,Film | Adapted Screenplay in 1984,Tootsie,False
1984,Film | Cinematography in 1984,Fanny And Alexander,True
1984,Film | Cinematography in 1984,Heat And Dust,False
1984,Film | Cinematography in 1984,Local Hero,False
1984,Film | Cinematography in 1984,Zelig,False
1984,Film | Costume Design in 1984,La Traviata,True
1984,Film | Costume Design in 1984,Fanny And Alexander,False
1984,Film | Costume Design in 1984,Heat And Dust,False
1984,Film | Costume Design in 1984,Tootsie,False
1984,Film | Direction in 1984,Local Hero,True
1984,Film | Direction in 1984,Heat And Dust,False
1984,Film | Direction in 1984,The King Of Comedy,False
1984,Film | Direction in 1984,Tootsie,False
1984,Film | Editing in 1984,Flashdance,True
1984,Film | Editing in 1984,The King Of Comedy,False
1984,Film | Editing in 1984,Local Hero,False
1984,Film | Editing in 1984,Zelig,False
1984,Film | Fellowship in 1984,Sam Spiegel,True
1984,Film | Film in 1984,Educating Rita,True
1984,Film | Film in 1984,Heat And Dust,False
1984,Film | Film in 1984,Local Hero,False
1984,Film | Film in 1984,Tootsie,False
1984,Film | Flaherty Documentary Award in 1984,Schindler,True
1984,Film | Flaherty Documentary Award in 1984,Forty Minutes: Female Circumcision,False
1984,Film | Flaherty Documentary Award in 1984,The Visit: Part 3: The Boy David,False
1984,Film | Flaherty Documentary Award in 1984,Wildlife On One: Night Life,False
1984,Film | Foreign Language Film in 1984,Danton,True
1984,Film | Foreign Language Film in 1984,Fanny And Alexander,False
1984,Film | Foreign Language Film in 1984,Finally Sunday (Vivement Dimanche!),False
1984,Film | Foreign Language Film in 1984,La Traviata,False
1984,Film | Make-Up Artist in 1984,"Dorothy Pearl, George Masters, C Romaina Ford, Allen Weisinger",True
1984,Film | Make-Up Artist in 1984,Gordon Kay,False
1984,Film | Make-Up Artist in 1984,"Phil Tippett, Stuart Freeborn",False
1984,Film | Make-Up Artist in 1984,"Fred Buchner, John Caglione",False
1984,Film | Most Promising Newcomer To Film in 1984,Phyllis Logan,True
1984,Film | Most Promising Newcomer To Film in 1984,Kevin Kline,False
1984,Film | Most Promising Newcomer To Film in 1984,Greta Scacchi,False
1984,Film | Most Promising Newcomer To Film in 1984,Julie Walters,False
1984,Film | Original Screenplay in 1984,The King Of Comedy,True
1984,Film | Original Screenplay in 1984,Local Hero,False
1984,Film | Original Screenplay in 1984,Trading Places,False
1984,Film | Original Screenplay in 1984,Zelig,False
1984,Film | Original Song Written for a Film in 1984,An Officer And A Gentleman (Up Where We Belong),True
1984,Film | Original Song Written for a Film in 1984,Monty Python's The Meaning Of Life (Every Sperm Is Sacred),False
1984,Film | Original Song Written for a Film in 1984,Flashdance (Flashdance...What A Feeling),False
1984,Film | Original Song Written for a Film in 1984,Tootsie (Tootsie),False
1984,Film | Outstanding British Contribution To Cinema in 1984,Colin Young,True
1984,Film | Production Design in 1984,La Traviata,True
1984,Film | Production Design in 1984,Heat And Dust,False
1984,Film | Production Design in 1984,Return Of The Jedi,False
1984,Film | Production Design in 1984,Wargames,False
1984,Film | Score For A Film in 1984,Merry Christmas Mr Lawrence,True
1984,Film | Score For A Film in 1984,Flashdance,False
1984,Film | Score For A Film in 1984,Local Hero,False
1984,Film | Score For A Film in 1984,An Officer And A Gentleman,False
1984,Film | Short Animation in 1984,Henry's Cat,True
1984,Film | Short Animation in 1984,Dangermouse,False
1984,Film | Short Animation in 1984,Paddington Goes To The Movies (A Paddington Special),False
1984,Film | Short Animation in 1984,The Wind In The Willows,False
1984,Film | Short Film in 1984,Goodie Two Shoes,True
1984,Film | Short Film in 1984,The Crimson Permanent Assurance,False
1984,Film | Short Film in 1984,John Love,False
1984,Film | Short Film in 1984,Keep Off The Grass,False
1984,Film | Sound in 1984,Wargames,True
1984,Film | Sound in 1984,Flashdance,False
1984,Film | Sound in 1984,La Traviata,False
1984,Film | Sound in 1984,Return Of The Jedi,False
1984,Film | Special Award in 1984,Dilys Powell,True
1984,Film | Special Visual Effects in 1984,Return Of The Jedi,True
1984,Film | Special Visual Effects in 1984,The Dark Crystal,False
1984,Film | Special Visual Effects in 1984,Wargames,False
1984,Film | Special Visual Effects in 1984,Zelig,False
1984,Film | Supporting Actor in 1984,Denholm Elliott,True
1984,Film | Supporting Actor in 1984,Bob Hoskins,False
1984,Film | Supporting Actor in 1984,Burt Lancaster,False
1984,Film | Supporting Actor in 1984,Jerry Lewis,False
1984,Film | Supporting Actress in 1984,Jamie Lee Curtis,True
1984,Film | Supporting Actress in 1984,Terri Garr,False
1984,Film | Supporting Actress in 1984,Rosemary Harris,False
1984,Film | Supporting Actress in 1984,Maureen Lipman,False
1985,Film | Actor in 1985,Dr Haing S Ngor,True
1985,Film | Actor in 1985,Tom Courtenay,False
1985,Film | Actor in 1985,Albert Finney,False
1985,Film | Actor in 1985,Sam Waterston,False
1985,Film | Actress in 1985,Maggie Smith,True
1985,Film | Actress in 1985,Shirley MacLaine,False
1985,Film | Actress in 1985,Helen Mirren,False
1985,Film | Actress in 1985,Meryl Streep,False
1985,Film | Adapted Screenplay in 1985,The Killing Fields,True
1985,Film | Adapted Screenplay in 1985,Another Country,False
1985,Film | Adapted Screenplay in 1985,The Dresser,False
1985,Film | Adapted Screenplay in 1985,"Paris, Texas",False
1985,Film | Cinematography in 1985,The Killing Fields,True
1985,Film | Cinematography in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",False
1985,Film | Cinematography in 1985,Indiana Jones And The Temple Of Doom,False
1985,Film | Cinematography in 1985,Once Upon A Time In America,False
1985,Film | Costume Design in 1985,Once Upon A Time In America,True
1985,Film | Costume Design in 1985,The Bostonians,False
1985,Film | Costume Design in 1985,The Company Of Wolves,False
1985,Film | Costume Design in 1985,Swann In Love (Un Amour De Swann),False
1985,Film | Direction in 1985,"Paris, Texas",True
1985,Film | Direction in 1985,The Dresser,False
1985,Film | Direction in 1985,The Killing Fields,False
1985,Film | Direction in 1985,Once Upon A Time In America,False
1985,Film | Editing in 1985,The Killing Fields,True
1985,Film | Editing in 1985,Another Country,False
1985,Film | Editing in 1985,Indiana Jones And The Temple Of Doom,False
1985,Film | Editing in 1985,Under Fire,False
1985,Film | Film in 1985,The Killing Fields,True
1985,Film | Film in 1985,The Dresser,False
1985,Film | Film in 1985,"Paris, Texas",False
1985,Film | Film in 1985,A Private Function,False
1985,Film | Flaherty Documentary Award in 1985,28 Up,True
1985,Film | Flaherty Documentary Award in 1985,GI Brides,False
1985,Film | Flaherty Documentary Award in 1985,South Bank Show: Alan Bennett,False
1985,Film | Flaherty Documentary Award in 1985,Afghanistan Reports: Allah Against The Gunships,False
1985,Film | Foreign Language Film in 1985,Carmen,True
1985,Film | Foreign Language Film in 1985,The Return Of Martin Guerre (Le Retour De Martin Guerre),False
1985,Film | Foreign Language Film in 1985,Sunday In The Country,False
1985,Film | Foreign Language Film in 1985,Swann In Love,False
1985,Film | Make-Up Artist in 1985,"Paul Engelen, Peter Frampton, Rick Baker, Joan Hills",True
1985,Film | Make-Up Artist in 1985,"Jane Royle, Christopher Tucker",False
1985,Film | Make-Up Artist in 1985,Alan Boyle,False
1985,Film | Make-Up Artist in 1985,Tommie Manderson,False
1985,Film | Most Promising Newcomer To Film in 1985,Dr Haing S Ngor,True
1985,Film | Most Promising Newcomer To Film in 1985,Rupert Everett,False
1985,Film | Most Promising Newcomer To Film in 1985,John Lynch,False
1985,Film | Most Promising Newcomer To Film in 1985,Tim Roth,False
1985,Film | Original Screenplay in 1985,Broadway Danny Rose,True
1985,Film | Original Screenplay in 1985,The Big Chill,False
1985,Film | Original Screenplay in 1985,Comfort And Joy,False
1985,Film | Original Screenplay in 1985,A Private Function,False
1985,Film | Original Song Written for a Film in 1985,Ghostbusters (Ghostbusters),True
1985,Film | Original Song Written for a Film in 1985,The Woman In Red (I Just Called To Say I Love You),False
1985,Film | Original Song Written for a Film in 1985,Give My Regards To Broad Street (No More Lonely Nights),False
1985,Film | Original Song Written for a Film in 1985,Electric Dreams (Together In Electric Dreams),False
1985,Film | Outstanding British Contribution To Cinema in 1985,Alan Parker & Alan Marshall,True
1985,Film | Production Design in 1985,The Killing Fields,True
1985,Film | Production Design in 1985,The Company Of Wolves,False
1985,Film | Production Design in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",False
1985,Film | Production Design in 1985,1984,False
1985,Film | Score For A Film in 1985,Once Upon A Time In America,True
1985,Film | Score For A Film in 1985,Carmen,False
1985,Film | Score For A Film in 1985,The Killing Fields,False
1985,Film | Score For A Film in 1985,"Paris, Texas",False
1985,Film | Short Animation in 1985,Rupert And The Frog Song,True
1985,Film | Short Animation in 1985,Dangermouse,False
1985,Film | Short Animation in 1985,Thomas The Tank Engine And Friends,False
1985,Film | Short Animation in 1985,The Wind In The Willows (Series),False
1985,Film | Short Film in 1985,The Dress,True
1985,Film | Short Film in 1985,Killing Time,False
1985,Film | Short Film in 1985,Samson And Delilah,False
1985,Film | Sound in 1985,The Killing Fields,True
1985,Film | Sound in 1985,Carmen,False
1985,Film | Sound in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",False
1985,Film | Sound in 1985,Indiana Jones And The Temple Of Doom,False
1985,Film | Special Visual Effects in 1985,Indiana Jones And The Temple Of Doom,True
1985,Film | Special Visual Effects in 1985,The Company Of Wolves,False
1985,Film | Special Visual Effects in 1985,Ghostbusters,False
1985,Film | Special Visual Effects in 1985,The Killing Fields,False
1985,Film | Supporting Actor in 1985,Denholm Elliott,True
1985,Film | Supporting Actor in 1985,Michael Elphick,False
1985,Film | Supporting Actor in 1985,Ian Holm,False
1985,Film | Supporting Actor in 1985,Ralph Richardson,False
1985,Film | Supporting Actress in 1985,Liz Smith,True
1985,Film | Supporting Actress in 1985,Eileen Atkins,False
1985,Film | Supporting Actress in 1985,Cher,False
1985,Film | Supporting Actress in 1985,Tuesday Weld,False
1986,Film | Actor in a Leading Role in 1986,William Hurt,True
1986,Film | Actor in a Leading Role in 1986,Victor Banerjee,False
1986,Film | Actor in a Leading Role in 1986,Harrison Ford,False
1986,Film | Actor in a Leading Role in 1986,F Murray Abraham,False
1986,Film | Actor in a Supporting Role in 1986,Denholm Elliott,True
1986,Film | Actor in a Supporting Role in 1986,James Fox,False
