year,category,nominee,winner,award_body
2025,MAKEUP AND HAIRSTYLING,The Substance,True,Oscars
2025,MAKEUP AND HAIRSTYLING,Wicked,False,Oscars
2025,MUSIC (Original Score),The Brutalist,True,Oscars
2025,MUSIC (Original Score),Conclave,False,Oscars
2025,MUSIC (Original Score),Emilia Pérez,False,Oscars
2025,MUSIC (Original Score),Wicked,False,Oscars
2025,MUSIC (Original Score),The Wild Robot,False,Oscars
2025,MUSIC (Original Song),Emilia Pérez,True,Oscars
2025,MUSIC (Original Song),The Six Triple Eight,False,Oscars
2025,MUSIC (Original Song),Sing Sing,False,Oscars
2025,MUSIC (Original Song),Emilia Pérez,False,Oscars
2025,MUSIC (Original Song),Elton John: Never Too Late,False,Oscars
2025,BEST PICTURE,Anora,True,Oscars
2025,BEST PICTURE,The Brutalist,False,Oscars
2025,BEST PICTURE,A Complete Unknown,False,Oscars
2025,BEST PICTURE,Conclave,False,Oscars
2025,BEST PICTURE,Dune: Part Two,False,Oscars
2025,BEST PICTURE,Emilia Pérez,False,Oscars
2025,BEST PICTURE,I'm Still Here,False,Oscars
2025,BEST PICTURE,Nickel Boys,False,Oscars
2025,BEST PICTURE,The Substance,False,Oscars
2025,BEST PICTURE,Wicked,False,Oscars
2025,PRODUCTION DESIGN,The Brutalist,False,Oscars
2025,PRODUCTION DESIGN,Conclave,False,Oscars
2025,PRODUCTION DESIGN,Dune: Part Two,False,Oscars
2025,PRODUCTION DESIGN,Nosferatu,False,Oscars
2025,PRODUCTION DESIGN,Wicked,True,Oscars
2025,SHORT FILM (Live Action),A Lien,False,Oscars
2025,SHORT FILM (Live Action),Anuja,False,Oscars
2025,SHORT FILM (Live Action),I'm Not a Robot,True,Oscars
2025,SHORT FILM (Live Action),The Last Ranger,False,Oscars
2025,SHORT FILM (Live Action),The Man Who Could Not Remain Silent,False,Oscars
2025,SOUND,A Complete Unknown,False,Oscars
2025,SOUND,Dune: Part Two,True,Oscars
2025,SOUND,Emilia Pérez,False,Oscars
2025,SOUND,Wicked,False,Oscars
2025,SOUND,The Wild Robot,False,Oscars
2025,VISUAL EFFECTS,Alien: Romulus,False,Oscars
2025,VISUAL EFFECTS,Better Man,False,Oscars
2025,VISUAL EFFECTS,Dune: Part Two,True,Oscars
2025,VISUAL EFFECTS,Kingdom of the Planet of the Apes,False,Oscars
2025,VISUAL EFFECTS,Wicked,False,Oscars
2025,WRITING (Adapted Screenplay),A Complete Unknown,False,Oscars
2025,WRITING (Adapted Screenplay),Conclave,True,Oscars
2025,WRITING (Adapted Screenplay),Emilia Pérez,False,Oscars
2025,WRITING (Adapted Screenplay),Nickel Boys,False,Oscars
2025,WRITING (Adapted Screenplay),Sing Sing,False,Oscars
2025,WRITING (Original Screenplay),Anora,True,Oscars
2025,WRITING (Original Screenplay),The Brutalist,False,Oscars
2025,WRITING (Original Screenplay),A Real Pain,False,Oscars
2025,WRITING (Original Screenplay),September 5,False,Oscars
2025,WRITING (Original Screenplay),The Substance,False,Oscars
2025,JEAN HERSHOLT HUMANITARIAN AWARD,,True,Oscars
2025,HONORARY AWARD,,True,Oscars
2025,HONORARY AWARD,,True,Oscars
2025,IRVING G. THALBERG MEMORIAL AWARD,,True,Oscars
1949,Film | British Film in 1949,The Fallen Idol,True,BAFTAs
1949,Film | British Film in 1949,Hamlet,False,BAFTAs
1949,Film | British Film in 1949,Oliver Twist,False,BAFTAs
1949,Film | British Film in 1949,Once A Jolly Swagman,False,BAFTAs
1949,Film | British Film in 1949,The Red Shoes,False,BAFTAs
1949,Film | British Film in 1949,Scott Of The Antarctic,False,BAFTAs
1949,Film | British Film in 1949,The Small Voice,False,BAFTAs
1949,Film | British Film in 1949,Odd Man Out,True,BAFTAs
1949,Film | Documentary in 1949,Louisiana Story,True,BAFTAs
1949,Film | Documentary in 1949,Farrebique,False,BAFTAs
1949,Film | Documentary in 1949,Is Everybody Listening?,False,BAFTAs
1949,Film | Documentary in 1949,Shadow Of The Ruhr,False,BAFTAs
1949,Film | Documentary in 1949,Those Blasted Kids,False,BAFTAs
1949,Film | Documentary in 1949,Three Dawns To Sydney,False,BAFTAs
1949,Film | Documentary in 1949,The World Is Rich,True,BAFTAs
1949,Film | Film From Any Source in 1949,The Best Years Of Our Lives,True,BAFTAs
1949,Film | Film From Any Source in 1949,Hamlet,True,BAFTAs
1949,Film | Film From Any Source in 1949,Crossfire,False,BAFTAs
1949,Film | Film From Any Source in 1949,The Fallen Idol,False,BAFTAs
1949,Film | Film From Any Source in 1949,Four Steps In The Clouds (Quattro Passi Fra Le Nuvole),False,BAFTAs
1949,Film | Film From Any Source in 1949,Monsieur Vincent,False,BAFTAs
1949,Film | Film From Any Source in 1949,Naked City,False,BAFTAs
1949,Film | Film From Any Source in 1949,Paisan (Paisà),False,BAFTAs
1949,Film | Special Award in 1949,Atomic Physics,True,BAFTAs
1949,Film | Special Award in 1949,Divided World,False,BAFTAs
1949,Film | Special Award in 1949,Gandhi's Funeral (Paramount British Newsreel),False,BAFTAs
1949,Film | Special Award in 1949,Norman McLaren Abstract Reel,False,BAFTAs
1949,Film | Special Award in 1949,Your Children's Sleep,False,BAFTAs
1949,Film | Special Award in 1949,The Bear That Got A Peacock's Tail,False,BAFTAs
1949,Film | Special Award in 1949,The Cat's Concerto,False,BAFTAs
1949,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1949,No winner awarded this year,True,BAFTAs
1949,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1949,Hungry Minds,False,BAFTAs
1949,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1949,The Winslow Boy,False,BAFTAs
1950,Film | British Film in 1950,The Third Man,True,BAFTAs
1950,Film | British Film in 1950,Kind Hearts And Coronets,False,BAFTAs
1950,Film | British Film in 1950,Passport To Pimlico,False,BAFTAs
1950,Film | British Film in 1950,The Queen Of Spades,False,BAFTAs
1950,Film | British Film in 1950,A Run For Your Money,False,BAFTAs
1950,Film | British Film in 1950,The Small Back Room,False,BAFTAs
1950,Film | British Film in 1950,Whisky Galore,False,BAFTAs
1950,Film | Documentary in 1950,Daybreak In Udi,True,BAFTAs
1950,Film | Documentary in 1950,Circulation,False,BAFTAs
1950,Film | Documentary in 1950,The Cornish Engine,False,BAFTAs
1950,Film | Documentary in 1950,Drug Addict,False,BAFTAs
1950,Film | Documentary in 1950,Island Of The Lagoon (Isole Nella Laguna),False,BAFTAs
1950,Film | Documentary in 1950,The Liver Fluke In Great Britain,False,BAFTAs
1950,Film | Documentary in 1950,Report On The Refugee Problem,False,BAFTAs
1950,Film | Film From Any Source in 1950,Bicycle Thieves (Ladri Di Biciclette),True,BAFTAs
1950,Film | Film From Any Source in 1950,Ballad Of Berlin (Berliner Ballade),False,BAFTAs
1950,Film | Film From Any Source in 1950,The Last Stage (Ostatni Etap),False,BAFTAs
1950,Film | Film From Any Source in 1950,The Set-Up,False,BAFTAs
1950,Film | Film From Any Source in 1950,The Third Man,False,BAFTAs
1950,Film | Film From Any Source in 1950,The Treasure Of Sierra Madre,False,BAFTAs
1950,Film | Film From Any Source in 1950,The Window,False,BAFTAs
1950,Film | Special Award in 1950,The Martin Family (La Famille Martin),True,BAFTAs
1950,Film | Special Award in 1950,"Accidents Don't Happen, No. 5",False,BAFTAs
1950,Film | Special Award in 1950,Dots And Loops,False,BAFTAs
1950,Film | Special Award in 1950,A Fly About The House,False,BAFTAs
1950,Film | Special Award in 1950,The Legend Of St Ursula,False,BAFTAs
1950,Film | Special Award in 1950,Tale About A Soldier,False,BAFTAs
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,The Search,True,BAFTAs
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,Crossroads of Life (Au Carrefour De La Vie),False,BAFTAs
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,Daybreak In Udi,False,BAFTAs
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,The People Between,False,BAFTAs
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,Sardinia Project,False,BAFTAs
1951,Film | British Film in 1951,The Blue Lamp,True,BAFTAs
1951,Film | British Film in 1951,Chance Of A Lifetime,False,BAFTAs
1951,Film | British Film in 1951,Morning Departure,False,BAFTAs
1951,Film | British Film in 1951,Seven Days To Noon,False,BAFTAs
1951,Film | British Film in 1951,State Secret,False,BAFTAs
1951,Film | British Film in 1951,The Wooden Horse,False,BAFTAs
1951,Film | Documentary in 1951,The Undefeated,True,BAFTAs
1951,Film | Documentary in 1951,Inland Waterways,False,BAFTAs
1951,Film | Documentary in 1951,Kon-Tiki,False,BAFTAs
1951,Film | Documentary in 1951,Green Is The Mountain (La Montagne Est Verte),False,BAFTAs
1951,Film | Documentary in 1951,Seal Island,False,BAFTAs
1951,Film | Documentary in 1951,The Vatican,False,BAFTAs
1951,Film | Documentary in 1951,Life Begins Tomorrow (La Vie Commence Demain),False,BAFTAs
1951,Film | Film From Any Source in 1951,All About Eve,True,BAFTAs
1951,Film | Film From Any Source in 1951,The Asphalt Jungle,False,BAFTAs
1951,Film | Film From Any Source in 1951,Beauty And The Beast (La Beauté Du Diable),False,BAFTAs
1951,Film | Film From Any Source in 1951,Intruder In The Dust,False,BAFTAs
1951,Film | Film From Any Source in 1951,The Men,False,BAFTAs
1951,Film | Film From Any Source in 1951,On The Town,False,BAFTAs
1951,Film | Film From Any Source in 1951,Orpheus (Orphée),False,BAFTAs
1951,Film | Special Award in 1951,The True Face Of Japan - This Modern Age,True,BAFTAs
1951,Film | Special Award in 1951,The Charms Of Life (Les Charmes De L'Existence),False,BAFTAs
1951,Film | Special Award in 1951,Medieval Castles,False,BAFTAs
1951,Film | Special Award in 1951,Muscle Beach,False,BAFTAs
1951,Film | Special Award in 1951,Scrapbook For 1933,False,BAFTAs
1951,Film | Special Award in 1951,Sound,False,BAFTAs
1951,Film | Special Award in 1951,The Magic Canvas,False,BAFTAs
1951,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1951,Intruder In The Dust,True,BAFTAs
1951,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1951,The Dividing Line,False,BAFTAs
1951,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1951,Green Is The Mountain (La Montagne Est Verte),False,BAFTAs
1952,Film | British Film in 1952,The Lavender Hill Mob,True,BAFTAs
1952,Film | British Film in 1952,The Browning Version,False,BAFTAs
1952,Film | British Film in 1952,The Magic Box,False,BAFTAs
1952,Film | British Film in 1952,The Magic Garden,False,BAFTAs
1952,Film | British Film in 1952,The Man In The White Suit,False,BAFTAs
1952,Film | British Film in 1952,Never Take No For An Answer,False,BAFTAs
1952,Film | British Film in 1952,No Resting Place,False,BAFTAs
1952,Film | British Film in 1952,White Corridors,False,BAFTAs
1952,Film | Documentary in 1952,Beaver Valley,True,BAFTAs
1952,Film | Documentary in 1952,Visit To Picasso (Bezoek aan Picasso),False,BAFTAs
1952,Film | Documentary in 1952,David,False,BAFTAs
1952,Film | Documentary in 1952,A Family Affair,False,BAFTAs
1952,Film | Documentary in 1952,Family Portrait,False,BAFTAs
1952,Film | Documentary in 1952,Oil For The Twentieth Century,False,BAFTAs
1952,Film | Documentary in 1952,Out Of True,False,BAFTAs
1952,Film | Film From Any Source in 1952,Roundabout (La Ronde),True,BAFTAs
1952,Film | Film From Any Source in 1952,An American In Paris,False,BAFTAs
1952,Film | Film From Any Source in 1952,The Browning Version,False,BAFTAs
1952,Film | Film From Any Source in 1952,Detective Story,False,BAFTAs
1952,Film | Film From Any Source in 1952,Sunday In August (Domenica D'Agosto),False,BAFTAs
1952,Film | Film From Any Source in 1952,Edward And Caroline (Edouard et Caroline),False,BAFTAs
1952,Film | Film From Any Source in 1952,Fourteen Hours,False,BAFTAs
1952,Film | Film From Any Source in 1952,Miss Julie (Fröken Julie),False,BAFTAs
1952,Film | Film From Any Source in 1952,The Lavender Hill Mob,False,BAFTAs
1952,Film | Film From Any Source in 1952,The Magic Box,False,BAFTAs
1952,Film | Film From Any Source in 1952,The Magic Garden,False,BAFTAs
1952,Film | Film From Any Source in 1952,The Man In The White Suit,False,BAFTAs
1952,Film | Film From Any Source in 1952,Never Take No For An Answer,False,BAFTAs
1952,Film | Film From Any Source in 1952,No Resting Place,False,BAFTAs
1952,Film | Film From Any Source in 1952,The Red Badge Of Courage,False,BAFTAs
1952,Film | Film From Any Source in 1952,The Sound Of Fury,False,BAFTAs
1952,Film | Film From Any Source in 1952,A Walk In the Sun,False,BAFTAs
1952,Film | Film From Any Source in 1952,White Corridors,False,BAFTAs
1952,Film | Special Award in 1952,Gerald McBoing Boing,True,BAFTAs
1952,Film | Special Award in 1952,Enterprise,False,BAFTAs
1952,Film | Special Award in 1952,Enterprise,False,BAFTAs
1952,Film | Special Award in 1952,Henry Moore,False,BAFTAs
1952,Film | Special Award in 1952,The Isle Of Man TT 1950,False,BAFTAs
1952,Film | Special Award in 1952,Mother's Day,False,BAFTAs
1952,Film | Special Award in 1952,We've Come A Long Way,False,BAFTAs
1952,Film | Special Award in 1952,The Diesel Story,False,BAFTAs
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,Four In A Jeep (Die Vier im Jeep),True,BAFTAs
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,A Family Affair,False,BAFTAs
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,The Good Life,False,BAFTAs
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,Power For All,False,BAFTAs
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,The Sound Of Fury,False,BAFTAs
1953,Film | British Actor in 1953,Ralph Richardson,True,BAFTAs
1953,Film | British Actor in 1953,Jack Hawkins,False,BAFTAs
1953,Film | British Actor in 1953,James Hayter,False,BAFTAs
1953,Film | British Actor in 1953,Laurence Olivier,False,BAFTAs
1953,Film | British Actor in 1953,Nigel Patrick,False,BAFTAs
1953,Film | British Actor in 1953,Alastair Sim,False,BAFTAs
1953,Film | British Actress in 1953,Vivien Leigh,True,BAFTAs
1953,Film | British Actress in 1953,Phyllis Calvert,False,BAFTAs
1953,Film | British Actress in 1953,Celia Johnson,False,BAFTAs
1953,Film | British Actress in 1953,Ann Todd,False,BAFTAs
1953,Film | British Film in 1953,The Sound Barrier,True,BAFTAs
1953,Film | British Film in 1953,The African Queen,False,BAFTAs
1953,Film | British Film in 1953,Angels One Five,False,BAFTAs
1953,Film | British Film in 1953,"Cry, The Beloved Country",False,BAFTAs
1953,Film | British Film in 1953,Mandy,False,BAFTAs
1953,Film | British Film in 1953,An Outcast Of The Islands,False,BAFTAs
1953,Film | British Film in 1953,The River,False,BAFTAs
1953,Film | Documentary in 1953,Royal Journey,True,BAFTAs
1953,Film | Documentary in 1953,Fishermen Of Negombo,False,BAFTAs
1953,Film | Documentary in 1953,Highlights Of Farnborough 1952,False,BAFTAs
1953,Film | Documentary in 1953,Journey Into History,False,BAFTAs
1953,Film | Documentary in 1953,Le Mans 1952,False,BAFTAs
1953,Film | Documentary in 1953,Nature's Half Acre,False,BAFTAs
1953,Film | Documentary in 1953,Ocean Terminal,False,BAFTAs
1953,Film | Documentary in 1953,The Open Window,False,BAFTAs
1953,Film | Documentary in 1953,Opera School,False,BAFTAs
1953,Film | Documentary in 1953,Rig 20,False,BAFTAs
1953,Film | Documentary in 1953,The Streamlined Pig,False,BAFTAs
1953,Film | Film From Any Source in 1953,The Sound Barrier,True,BAFTAs
1953,Film | Film From Any Source in 1953,The African Queen,False,BAFTAs
1953,Film | Film From Any Source in 1953,Angels One Five,False,BAFTAs
1953,Film | Film From Any Source in 1953,The Boy Kumasenu,False,BAFTAs
1953,Film | Film From Any Source in 1953,Carrie,False,BAFTAs
1953,Film | Film From Any Source in 1953,Golden Helmet (Casque D'Or),False,BAFTAs
1953,Film | Film From Any Source in 1953,"Cry, The Beloved Country",False,BAFTAs
1953,Film | Film From Any Source in 1953,Death Of A Salesman,False,BAFTAs
1953,Film | Film From Any Source in 1953,Limelight,False,BAFTAs
1953,Film | Film From Any Source in 1953,The Forgotten Ones (Los Olvidados),False,BAFTAs
1953,Film | Film From Any Source in 1953,Mandy,False,BAFTAs
1953,Film | Film From Any Source in 1953,Miracle In Milan (Miracolo A Milano),False,BAFTAs
1953,Film | Film From Any Source in 1953,An Outcast Of The Islands,False,BAFTAs
1953,Film | Film From Any Source in 1953,Rashomon,False,BAFTAs
1953,Film | Film From Any Source in 1953,The River,False,BAFTAs
1953,Film | Film From Any Source in 1953,Singin' In The Rain,False,BAFTAs
1953,Film | Film From Any Source in 1953,A Streetcar Named Desire,False,BAFTAs
1953,Film | Film From Any Source in 1953,"Viva, Zapata!",False,BAFTAs
1953,Film | Foreign Actor in 1953,Marlon Brando,True,BAFTAs
1953,Film | Foreign Actor in 1953,Humphrey Bogart,False,BAFTAs
1953,Film | Foreign Actor in 1953,Pierre Fresnay,False,BAFTAs
1953,Film | Foreign Actor in 1953,Francesco Golisano,False,BAFTAs
1953,Film | Foreign Actor in 1953,Fredric March,False,BAFTAs
1953,Film | Foreign Actress in 1953,Simone Signoret,True,BAFTAs
1953,Film | Foreign Actress in 1953,Edwige Feuillère,False,BAFTAs
1953,Film | Foreign Actress in 1953,Katharine Hepburn,False,BAFTAs
1953,Film | Foreign Actress in 1953,Judy Holliday,False,BAFTAs
1953,Film | Foreign Actress in 1953,Nicole Stéphane,False,BAFTAs
1953,Film | Most Promising Newcomer To Film in 1953,Claire Bloom,True,BAFTAs
1953,Film | Most Promising Newcomer To Film in 1953,Dorothy Alison,False,BAFTAs
1953,Film | Most Promising Newcomer To Film in 1953,Mandy Miller,False,BAFTAs
1953,Film | Most Promising Newcomer To Film in 1953,Dorothy Tutin,False,BAFTAs
1953,Film | Special Award in 1953,Animated Genesis,True,BAFTAs
1953,Film | Special Award in 1953,Balance 1950,False,BAFTAs
1953,Film | Special Award in 1953,Basic Principles Of Lubrication,False,BAFTAs
1953,Film | Special Award in 1953,Demonstrations In Perception,False,BAFTAs
1953,Film | Special Award in 1953,Machining Of Metals,False,BAFTAs
1953,Film | Special Award in 1953,Organisation Of The Human Body,False,BAFTAs
1953,Film | Special Award in 1953,To The Rescue,False,BAFTAs
1953,Film | Special Award in 1953,A Phantasy,False,BAFTAs
1953,Film | Special Award in 1953,The Carlsen Story,False,BAFTAs
1953,Film | Special Award in 1953,The Angry Boy,False,BAFTAs
1953,Film | Special Award in 1953,The Moon,False,BAFTAs
1953,Film | Special Award in 1953,The Stanlow Story,False,BAFTAs
1953,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1953,"Cry, The Beloved Country",True,BAFTAs
1953,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1953,The Forgotten Ones (Los Olvidados),False,BAFTAs
1953,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1953,Neighbours,False,BAFTAs
1954,Film | British Actor in 1954,John Gielgud,True,BAFTAs
1954,Film | British Actor in 1954,Jack Hawkins,False,BAFTAs
1954,Film | British Actor in 1954,Trevor Howard,False,BAFTAs
1954,Film | British Actor in 1954,Duncan Macrae,False,BAFTAs
1954,Film | British Actor in 1954,Kenneth Moore,False,BAFTAs
1954,Film | British Actress in 1954,Audrey Hepburn,True,BAFTAs
1954,Film | British Actress in 1954,Celia Johnson,False,BAFTAs
1954,Film | British Film in 1954,Genevieve,True,BAFTAs
1954,Film | British Film in 1954,The Cruel Sea,False,BAFTAs
1954,Film | British Film in 1954,The Heart Of The Matter,False,BAFTAs
1954,Film | British Film in 1954,The Kidnappers,False,BAFTAs
1954,Film | British Film in 1954,Moulin Rouge,False,BAFTAs
1954,Film | Certificate Of Merit in 1954,Elizabeth Is Queen,True,BAFTAs
1954,Film | Certificate Of Merit in 1954,A Queen Is Crowned,True,BAFTAs
1954,Film | Certificate Of Merit in 1954,The Conquest Of Everest,True,BAFTAs
1954,Film | Certificate Of Merit in 1954,Erich von Stroheim,True,BAFTAs
1954,Film | Documentary in 1954,The Conquest Of Everest,True,BAFTAs
1954,Film | Documentary in 1954,White Mane (Crin Blanc),False,BAFTAs
1954,Film | Documentary in 1954,Elizabeth Is Queen,False,BAFTAs
1954,Film | Documentary in 1954,Pictures of the Middle Ages (Images Medievales),False,BAFTAs
1954,Film | Documentary in 1954,"Kumak, The Sleepy Hunter",False,BAFTAs
1954,Film | Documentary in 1954,Mille Miglia,False,BAFTAs
1954,Film | Documentary in 1954,Operation Hurricane,False,BAFTAs
1954,Film | Documentary in 1954,A Queen Is Crowned,False,BAFTAs
1954,Film | Documentary in 1954,Teeth Of The Wind,False,BAFTAs
1954,Film | Documentary in 1954,Life In The Arctic (Vo l'dakh Okeana),False,BAFTAs
1954,Film | Documentary in 1954,Water Birds,False,BAFTAs
1954,Film | Documentary in 1954,World Without End,False,BAFTAs
1954,Film | Film From Any Source in 1954,Forbidden Games (Jeux Interdits),True,BAFTAs
1954,Film | Film From Any Source in 1954,The Bad And The Beautiful,False,BAFTAs
1954,Film | Film From Any Source in 1954,"Come Back, Little Sheba",False,BAFTAs
1954,Film | Film From Any Source in 1954,The Cruel Sea,False,BAFTAs
1954,Film | Film From Any Source in 1954,From Here To Eternity,False,BAFTAs
1954,Film | Film From Any Source in 1954,Genevieve,False,BAFTAs
1954,Film | Film From Any Source in 1954,The Heart Of The Matter,False,BAFTAs
1954,Film | Film From Any Source in 1954,Julius Caesar,False,BAFTAs
1954,Film | Film From Any Source in 1954,The Kidnappers,False,BAFTAs
1954,Film | Film From Any Source in 1954,Lili,False,BAFTAs
1954,Film | Film From Any Source in 1954,The Little World Of Don Camillo (Le Petit Monde De Don Camillo),False,BAFTAs
1954,Film | Film From Any Source in 1954,The Medium,False,BAFTAs
1954,Film | Film From Any Source in 1954,Mogambo,False,BAFTAs
1954,Film | Film From Any Source in 1954,Moulin Rouge,False,BAFTAs
1954,Film | Film From Any Source in 1954,We Are All Murderers (Nous Sommes Tous Des Assassins),False,BAFTAs
1954,Film | Film From Any Source in 1954,Roman Holiday,False,BAFTAs
1954,Film | Film From Any Source in 1954,Shane,False,BAFTAs
1954,Film | Film From Any Source in 1954,The Sun Shines Bright,False,BAFTAs
1954,Film | Film From Any Source in 1954,Two Pennyworth Of Hope (Due Soldi Di Speranza),False,BAFTAs
1954,Film | Foreign Actor in 1954,Marlon Brando,True,BAFTAs
1954,Film | Foreign Actor in 1954,Eddie Albert,False,BAFTAs
1954,Film | Foreign Actor in 1954,Van Heflin,False,BAFTAs
1954,Film | Foreign Actor in 1954,Claude Laydu,False,BAFTAs
1954,Film | Foreign Actor in 1954,Marcel Mouloudji,False,BAFTAs
1954,Film | Foreign Actor in 1954,Gregory Peck,False,BAFTAs
1954,Film | Foreign Actor in 1954,Spencer Tracy,False,BAFTAs
1954,Film | Foreign Actress in 1954,Leslie Caron,True,BAFTAs
1954,Film | Foreign Actress in 1954,Shirley Booth,False,BAFTAs
1954,Film | Foreign Actress in 1954,Marie Powers,False,BAFTAs
1954,Film | Foreign Actress in 1954,Maria Schell,False,BAFTAs
1954,Film | Most Promising Newcomer To Film in 1954,Norman Wisdom,True,BAFTAs
1954,Film | Most Promising Newcomer To Film in 1954,Colette Marchand,False,BAFTAs
1954,Film | Special Award in 1954,The Romance Of Transportation,True,BAFTAs
1954,Film | Special Award in 1954,Full Circle,False,BAFTAs
1954,Film | Special Award in 1954,Johnny On The Run,False,BAFTAs
1954,Film | Special Award in 1954,Little Boy Blew,False,BAFTAs
1954,Film | Special Award in 1954,The Dog and the Diamonds,False,BAFTAs
1954,Film | Special Award in 1954,The Pleasure Garden,False,BAFTAs
1954,Film | Special Award in 1954,The Moving Spirit,False,BAFTAs
1954,Film | Special Award in 1954,The Figurehead,False,BAFTAs
1954,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1954,World Without End,True,BAFTAs
1954,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1954,Johnny on the Run,False,BAFTAs
1954,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1954,Teeth of the Wind,False,BAFTAs
1955,Film | Animated Film in 1955,Song Of The Prairie (Arie Prerie),True,BAFTAs
1955,Film | Animated Film in 1955,Little Brave Heart,False,BAFTAs
1955,Film | Animated Film in 1955,Power To Fly,False,BAFTAs
1955,Film | Animated Film in 1955,The Unicorn In The Garden,False,BAFTAs
1955,Film | British Actor in 1955,Kenneth More,True,BAFTAs
1955,Film | British Actor in 1955,Maurice Denham,False,BAFTAs
1955,Film | British Actor in 1955,Robert Donat,False,BAFTAs
1955,Film | British Actor in 1955,John Mills,False,BAFTAs
1955,Film | British Actor in 1955,David Niven,False,BAFTAs
1955,Film | British Actor in 1955,Donald Wolfit,False,BAFTAs
1955,Film | British Actress in 1955,Yvonne Mitchell,True,BAFTAs
1955,Film | British Actress in 1955,Brenda De Banzie,False,BAFTAs
1955,Film | British Actress in 1955,Audrey Hepburn,False,BAFTAs
1955,Film | British Actress in 1955,Margaret Leighton,False,BAFTAs
1955,Film | British Actress in 1955,Noelle Middleton,False,BAFTAs
1955,Film | British Film in 1955,Hobson's Choice,True,BAFTAs
1955,Film | British Film in 1955,Carrington VC,False,BAFTAs
1955,Film | British Film in 1955,The Divided Heart,False,BAFTAs
1955,Film | British Film in 1955,Doctor In The House,False,BAFTAs
1955,Film | British Film in 1955,"For Better, For Worse",False,BAFTAs
1955,Film | British Film in 1955,The Maggie,False,BAFTAs
1955,Film | British Film in 1955,The Purple Plain,False,BAFTAs
1955,Film | British Film in 1955,Romeo And Juliet,False,BAFTAs
1955,Film | British Film in 1955,The Young Lovers,False,BAFTAs
1955,Film | British Screenplay in 1955,The Young Lovers,True,BAFTAs
1955,Film | British Screenplay in 1955,The Divided Heart,False,BAFTAs
1955,Film | British Screenplay in 1955,Doctor In The House,False,BAFTAs
1955,Film | British Screenplay in 1955,Hobson's Choice,False,BAFTAs
1955,Film | British Screenplay in 1955,The Knave Of Hearts,False,BAFTAs
1955,Film | British Screenplay in 1955,The Maggie,False,BAFTAs
1955,Film | British Screenplay in 1955,The Purple Plain,False,BAFTAs
1955,Film | British Screenplay in 1955,Romeo And Juliet,False,BAFTAs
1955,Film | Documentary in 1955,The Great Adventure (Det Stora Äventyret),True,BAFTAs
1955,Film | Documentary in 1955,Back Of Beyond,False,BAFTAs
1955,Film | Documentary in 1955,Lekko!,False,BAFTAs
1955,Film | Documentary in 1955,3-2-1-Zero,False,BAFTAs
1955,Film | Documentary in 1955,Thursday's Children,False,BAFTAs
1955,Film | Film From Any Source in 1955,Wages Of Fear (Le Salaire De La Peur),True,BAFTAs
1955,Film | Film From Any Source in 1955,The Adventures Of Robinson Crusoe (Las Aventuras De Robinson Crusoe),False,BAFTAs
1955,Film | Film From Any Source in 1955,The Caine Mutiny,False,BAFTAs
1955,Film | Film From Any Source in 1955,Carrington VC,False,BAFTAs
1955,Film | Film From Any Source in 1955,The Divided Heart,False,BAFTAs
1955,Film | Film From Any Source in 1955,Doctor In The House,False,BAFTAs
1955,Film | Film From Any Source in 1955,Executive Suite,False,BAFTAs
1955,Film | Film From Any Source in 1955,"For Better, For Worse",False,BAFTAs
1955,Film | Film From Any Source in 1955,Gate Of Hell (Jigokumon),False,BAFTAs
1955,Film | Film From Any Source in 1955,Hobson's Choice,False,BAFTAs
1955,Film | Film From Any Source in 1955,How To Marry A Millionaire,False,BAFTAs
1955,Film | Film From Any Source in 1955,The Maggie,False,BAFTAs
