year,category,nominee,winner,award_body
1928,ACTOR,The Noose,False,Oscars
1928,ACTOR,The Patent Leather Kid,False,Oscars
1928,ACTOR,The Last Command,True,Oscars
1928,ACTOR,The Way of All Flesh,True,Oscars
1928,ACTRESS,A Ship Comes In,False,Oscars
1928,ACTRESS,7th Heaven,True,Oscars
1928,ACTRESS,Street Angel,True,Oscars
1928,ACTRESS,Sunrise,True,Oscars
1928,ACTRESS,Sadie Thompson,False,Oscars
1928,ART DIRECTION,Sunrise,False,Oscars
1928,ART DIRECTION,The Dove,True,Oscars
1928,ART DIRECTION,Tempest,True,Oscars
1928,ART DIRECTION,7th Heaven,False,Oscars
1928,CINEMATOGRAPHY,The Devil Dancer,False,Oscars
1928,CINEMATOGRAPHY,The Magic Flame,False,Oscars
1928,CINEMATOGRAPHY,Sadie Thompson,False,Oscars
1928,CINEMATOGRAPHY,Sunrise,True,Oscars
1928,DIRECTING (Comedy Picture),Two Arabian Knights,True,Oscars
1928,DIRECTING (Comedy Picture),Speedy,False,Oscars
1928,DIRECTING (Dramatic Picture),7th Heaven,True,Oscars
1928,DIRECTING (Dramatic Picture),Sorrell and Son,False,Oscars
1928,DIRECTING (Dramatic Picture),The Crowd,False,Oscars
1928,ENGINEERING EFFECTS,,False,Oscars
1928,ENGINEERING EFFECTS,Wings,True,Oscars
1928,ENGINEERING EFFECTS,,False,Oscars
1928,OUTSTANDING PICTURE,The Racket,False,Oscars
1928,OUTSTANDING PICTURE,7th Heaven,False,Oscars
1928,OUTSTANDING PICTURE,Wings,True,Oscars
1928,UNIQUE AND ARTISTIC PICTURE,Sunrise,True,Oscars
1928,UNIQUE AND ARTISTIC PICTURE,The Crowd,False,Oscars
1928,UNIQUE AND ARTISTIC PICTURE,Chang,False,Oscars
1928,WRITING (Adaptation),The Jazz Singer,False,Oscars
1928,WRITING (Adaptation),Glorious Betsy,False,Oscars
1928,WRITING (Adaptation),7th Heaven,True,Oscars
1928,WRITING (Original Story),The Last Command,False,Oscars
1928,WRITING (Original Story),Underworld,True,Oscars
1928,WRITING (Title Writing),The Private Life of Helen of Troy,False,Oscars
1928,WRITING (Title Writing),,True,Oscars
1928,WRITING (Title Writing),,False,Oscars
1928,SPECIAL AWARD,The Jazz Singer,True,Oscars
1928,SPECIAL AWARD,The Circus,True,Oscars
1929,ACTOR,Thunderbolt,False,Oscars
1929,ACTOR,In Old Arizona,True,Oscars
1929,ACTOR,Alibi,False,Oscars
1929,ACTOR,The Valiant,False,Oscars
1929,ACTOR,The Patriot,False,Oscars
1929,ACTRESS,Madame X,False,Oscars
1929,ACTRESS,The Barker,False,Oscars
1929,ACTRESS,The Letter,False,Oscars
1929,ACTRESS,The Divine Lady,False,Oscars
1929,ACTRESS,The Broadway Melody,False,Oscars
1929,ACTRESS,Coquette,True,Oscars
1929,ART DIRECTION,The Patriot,False,Oscars
1929,ART DIRECTION,The Bridge of San Luis Rey,True,Oscars
1929,ART DIRECTION,Dynamite,False,Oscars
1929,ART DIRECTION,Alibi,False,Oscars
1929,ART DIRECTION,The Awakening,False,Oscars
1929,ART DIRECTION,Street Angel,False,Oscars
1929,CINEMATOGRAPHY,Our Dancing Daughters,False,Oscars
1929,CINEMATOGRAPHY,White Shadows in the South Seas,True,Oscars
1929,CINEMATOGRAPHY,In Old Arizona,False,Oscars
1929,CINEMATOGRAPHY,Four Devils,False,Oscars
1929,CINEMATOGRAPHY,Street Angel,False,Oscars
1929,CINEMATOGRAPHY,The Divine Lady,False,Oscars
1929,DIRECTING,Madame X,False,Oscars
1929,DIRECTING,The Broadway Melody,False,Oscars
1929,DIRECTING,In Old Arizona,False,Oscars
1929,DIRECTING,The Divine Lady,True,Oscars
1929,DIRECTING,Drag,False,Oscars
1929,DIRECTING,Weary River,False,Oscars
1929,DIRECTING,The Patriot,False,Oscars
1929,OUTSTANDING PICTURE,Alibi,False,Oscars
1929,OUTSTANDING PICTURE,In Old Arizona,False,Oscars
1929,OUTSTANDING PICTURE,The Broadway Melody,True,Oscars
1929,OUTSTANDING PICTURE,Hollywood Revue,False,Oscars
1929,OUTSTANDING PICTURE,The Patriot,False,Oscars
1929,WRITING,In Old Arizona,False,Oscars
1929,WRITING,The Valiant,False,Oscars
1929,WRITING,The Cop,False,Oscars
1929,WRITING,The Leatherneck,False,Oscars
1929,WRITING,Sal of Singapore,False,Oscars
1929,WRITING,Skyscraper,False,Oscars
1929,WRITING,The Last of Mrs. Cheyney,False,Oscars
1929,WRITING,The Patriot,True,Oscars
1929,WRITING,Our Dancing Daughters,False,Oscars
1929,WRITING,A Woman of Affairs,False,Oscars
1929,WRITING,Wonder of Women,False,Oscars
1930,ACTOR,Disraeli,True,Oscars
1930,ACTOR,The Green Goddess,False,Oscars
1930,ACTOR,The Big House,False,Oscars
1930,ACTOR,The Big Pond,False,Oscars
1930,ACTOR,The Love Parade,False,Oscars
1930,ACTOR,Bulldog Drummond,False,Oscars
1930,ACTOR,Condemned,False,Oscars
1930,ACTOR,The Rogue Song,False,Oscars
1930,ACTRESS,The Devil's Holiday,False,Oscars
1930,ACTRESS,Sarah and Son,False,Oscars
1930,ACTRESS,Anna Christie,False,Oscars
1930,ACTRESS,Romance,False,Oscars
1930,ACTRESS,The Divorcee,True,Oscars
1930,ACTRESS,Their Own Desire,False,Oscars
1930,ACTRESS,The Trespasser,False,Oscars
1930,ART DIRECTION,Bulldog Drummond,False,Oscars
1930,ART DIRECTION,King of Jazz,True,Oscars
1930,ART DIRECTION,The Love Parade,False,Oscars
1930,ART DIRECTION,Sally,False,Oscars
1930,ART DIRECTION,The Vagabond King,False,Oscars
1930,CINEMATOGRAPHY,All Quiet on the Western Front,False,Oscars
1930,CINEMATOGRAPHY,Anna Christie,False,Oscars
1930,CINEMATOGRAPHY,Hell's Angels,False,Oscars
1930,CINEMATOGRAPHY,The Love Parade,False,Oscars
1930,CINEMATOGRAPHY,With Byrd at the South Pole,True,Oscars
1930,DIRECTING,Anna Christie,False,Oscars
1930,DIRECTING,Romance,False,Oscars
1930,DIRECTING,The Divorcee,False,Oscars
1930,DIRECTING,The Love Parade,False,Oscars
1930,DIRECTING,All Quiet on the Western Front,True,Oscars
1930,DIRECTING,Hallelujah,False,Oscars
1930,OUTSTANDING PRODUCTION,All Quiet on the Western Front,True,Oscars
1930,OUTSTANDING PRODUCTION,The Big House,False,Oscars
1930,OUTSTANDING PRODUCTION,Disraeli,False,Oscars
1930,OUTSTANDING PRODUCTION,The Divorcee,False,Oscars
1930,OUTSTANDING PRODUCTION,The Love Parade,False,Oscars
1930,SOUND RECORDING,The Big House,True,Oscars
1930,SOUND RECORDING,The Case of Sergeant Grischa,False,Oscars
1930,SOUND RECORDING,The Love Parade,False,Oscars
1930,SOUND RECORDING,Raffles,False,Oscars
1930,SOUND RECORDING,Song of the Flame,False,Oscars
1930,WRITING,All Quiet on the Western Front,False,Oscars
1930,WRITING,The Big House,True,Oscars
1930,WRITING,Disraeli,False,Oscars
1930,WRITING,The Divorcee,False,Oscars
1930,WRITING,Street of Chance,False,Oscars
1931,ACTOR,A Free Soul,True,Oscars
1931,ACTOR,Skippy,False,Oscars
1931,ACTOR,Cimarron,False,Oscars
1931,ACTOR,The Royal Family of Broadway,False,Oscars
1931,ACTOR,The Front Page,False,Oscars
1931,ACTRESS,Morocco,False,Oscars
1931,ACTRESS,Min and Bill,True,Oscars
1931,ACTRESS,Cimarron,False,Oscars
1931,ACTRESS,Holiday,False,Oscars
1931,ACTRESS,A Free Soul,False,Oscars
1931,ART DIRECTION,Cimarron,True,Oscars
1931,ART DIRECTION,Just Imagine,False,Oscars
1931,ART DIRECTION,Morocco,False,Oscars
1931,ART DIRECTION,Svengali,False,Oscars
1931,ART DIRECTION,Whoopee!,False,Oscars
1931,CINEMATOGRAPHY,Cimarron,False,Oscars
1931,CINEMATOGRAPHY,Morocco,False,Oscars
1931,CINEMATOGRAPHY,The Right to Love,False,Oscars
1931,CINEMATOGRAPHY,Svengali,False,Oscars
1931,CINEMATOGRAPHY,Tabu,True,Oscars
1931,DIRECTING,Cimarron,False,Oscars
1931,DIRECTING,A Free Soul,False,Oscars
1931,DIRECTING,The Front Page,False,Oscars
1931,DIRECTING,Morocco,False,Oscars
1931,DIRECTING,Skippy,True,Oscars
1931,OUTSTANDING PRODUCTION,Cimarron,True,Oscars
1931,OUTSTANDING PRODUCTION,East Lynne,False,Oscars
1931,OUTSTANDING PRODUCTION,The Front Page,False,Oscars
1931,OUTSTANDING PRODUCTION,Skippy,False,Oscars
1931,OUTSTANDING PRODUCTION,Trader Horn,False,Oscars
1931,SOUND RECORDING,,False,Oscars
1931,SOUND RECORDING,,False,Oscars
1931,SOUND RECORDING,,True,Oscars
1931,SOUND RECORDING,,False,Oscars
1931,WRITING (Adaptation),Cimarron,True,Oscars
1931,WRITING (Adaptation),The Criminal Code,False,Oscars
1931,WRITING (Adaptation),Holiday,False,Oscars
1931,WRITING (Adaptation),Little Caesar,False,Oscars
1931,WRITING (Adaptation),Skippy,False,Oscars
1931,WRITING (Original Story),The Dawn Patrol,True,Oscars
1931,WRITING (Original Story),The Doorway to Hell,False,Oscars
1931,WRITING (Original Story),Laughter,False,Oscars
1931,WRITING (Original Story),The Public Enemy,False,Oscars
1931,WRITING (Original Story),Smart Money,False,Oscars
1932,ACTOR,The Champ,True,Oscars
1932,ACTOR,The Guardsman,False,Oscars
1932,ACTOR,Dr. Jekyll and Mr. Hyde,True,Oscars
1932,ACTRESS,Emma,False,Oscars
1932,ACTRESS,The Guardsman,False,Oscars
1932,ACTRESS,The Sin of Madelon Claudet,True,Oscars
1932,ART DIRECTION,À Nous la Liberté,False,Oscars
1932,ART DIRECTION,Arrowsmith,False,Oscars
1932,ART DIRECTION,Transatlantic,True,Oscars
1932,CINEMATOGRAPHY,Arrowsmith,False,Oscars
1932,CINEMATOGRAPHY,Dr. Jekyll and Mr. Hyde,False,Oscars
1932,CINEMATOGRAPHY,Shanghai Express,True,Oscars
1932,DIRECTING,Bad Girl,True,Oscars
1932,DIRECTING,The Champ,False,Oscars
1932,DIRECTING,Shanghai Express,False,Oscars
1932,OUTSTANDING PRODUCTION,Arrowsmith,False,Oscars
1932,OUTSTANDING PRODUCTION,Bad Girl,False,Oscars
1932,OUTSTANDING PRODUCTION,The Champ,False,Oscars
1932,OUTSTANDING PRODUCTION,Five Star Final,False,Oscars
1932,OUTSTANDING PRODUCTION,Grand Hotel,True,Oscars
1932,OUTSTANDING PRODUCTION,One Hour with You,False,Oscars
1932,OUTSTANDING PRODUCTION,Shanghai Express,False,Oscars
1932,OUTSTANDING PRODUCTION,The Smiling Lieutenant,False,Oscars
1932,SHORT SUBJECT (Cartoon),Flowers and Trees,True,Oscars
1932,SHORT SUBJECT (Cartoon),It's Got Me Again,False,Oscars
1932,SHORT SUBJECT (Cartoon),Mickey's Orphans,False,Oscars
1932,SHORT SUBJECT (Comedy),The Loud Mouth,False,Oscars
1932,SHORT SUBJECT (Comedy),The Music Box,True,Oscars
1932,SHORT SUBJECT (Comedy),Scratch-As-Catch-Can,False,Oscars
1932,SHORT SUBJECT (Comedy),Stout Hearts and Willing Hands,False,Oscars
1932,SHORT SUBJECT (Novelty),Screen Souvenirs,False,Oscars
1932,SHORT SUBJECT (Novelty),Swing High,False,Oscars
1932,SHORT SUBJECT (Novelty),Wrestling Swordfish,True,Oscars
1932,SOUND RECORDING,,False,Oscars
1932,SOUND RECORDING,,True,Oscars
1932,SOUND RECORDING,,False,Oscars
1932,SOUND RECORDING,,False,Oscars
1932,WRITING (Adaptation),Arrowsmith,False,Oscars
1932,WRITING (Adaptation),Bad Girl,True,Oscars
1932,WRITING (Adaptation),Dr. Jekyll and Mr. Hyde,False,Oscars
1932,WRITING (Original Story),The Champ,True,Oscars
1932,WRITING (Original Story),Lady and Gent,False,Oscars
1932,WRITING (Original Story),The Star Witness,False,Oscars
1932,WRITING (Original Story),What Price Hollywood?,False,Oscars
1932,SPECIAL AWARD,,True,Oscars
1933,ACTOR,Berkeley Square,False,Oscars
1933,ACTOR,The Private Life of Henry VIII,True,Oscars
1933,ACTOR,I Am a Fugitive from a Chain Gang,False,Oscars
1933,ACTRESS,Morning Glory,True,Oscars
1933,ACTRESS,Lady for a Day,False,Oscars
1933,ACTRESS,Cavalcade,False,Oscars
1933,ART DIRECTION,Cavalcade,True,Oscars
1933,ART DIRECTION,A Farewell to Arms,False,Oscars
1933,ART DIRECTION,When Ladies Meet,False,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,True,Oscars
1933,ASSISTANT DIRECTOR,,True,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,True,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,True,Oscars
1933,ASSISTANT DIRECTOR,,True,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,True,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,ASSISTANT DIRECTOR,,True,Oscars
1933,ASSISTANT DIRECTOR,,False,Oscars
1933,CINEMATOGRAPHY,A Farewell to Arms,True,Oscars
1933,CINEMATOGRAPHY,Reunion in Vienna,False,Oscars
1933,CINEMATOGRAPHY,The Sign of the Cross,False,Oscars
1933,DIRECTING,Cavalcade,True,Oscars
1933,DIRECTING,Lady for a Day,False,Oscars
1933,DIRECTING,Little Women,False,Oscars
1933,OUTSTANDING PRODUCTION,Cavalcade,True,Oscars
1933,OUTSTANDING PRODUCTION,A Farewell to Arms,False,Oscars
1933,OUTSTANDING PRODUCTION,42nd Street,False,Oscars
1933,OUTSTANDING PRODUCTION,I Am a Fugitive from a Chain Gang,False,Oscars
1933,OUTSTANDING PRODUCTION,Lady for a Day,False,Oscars
1933,OUTSTANDING PRODUCTION,Little Women,False,Oscars
1933,OUTSTANDING PRODUCTION,The Private Life of Henry VIII,False,Oscars
1933,OUTSTANDING PRODUCTION,She Done Him Wrong,False,Oscars
1933,OUTSTANDING PRODUCTION,Smilin' Through,False,Oscars
1933,OUTSTANDING PRODUCTION,State Fair,False,Oscars
1933,SHORT SUBJECT (Cartoon),Building a Building,False,Oscars
1933,SHORT SUBJECT (Cartoon),The Merry Old Soul,False,Oscars
1933,SHORT SUBJECT (Cartoon),The Three Little Pigs,True,Oscars
1933,SHORT SUBJECT (Comedy),Mister Mugg,False,Oscars
1933,SHORT SUBJECT (Comedy),A Preferred List,False,Oscars
1933,SHORT SUBJECT (Comedy),So This Is Harris,True,Oscars
1933,SHORT SUBJECT (Novelty),Krakatoa,True,Oscars
1933,SHORT SUBJECT (Novelty),Menu,False,Oscars
1933,SHORT SUBJECT (Novelty),The Sea,False,Oscars
1933,SOUND RECORDING,A Farewell to Arms,True,Oscars
1933,SOUND RECORDING,42nd Street,False,Oscars
1933,SOUND RECORDING,Gold Diggers of 1933,False,Oscars
1933,SOUND RECORDING,I Am a Fugitive from a Chain Gang,False,Oscars
1933,WRITING (Adaptation),Lady for a Day,False,Oscars
1933,WRITING (Adaptation),Little Women,True,Oscars
1933,WRITING (Adaptation),State Fair,False,Oscars
1933,WRITING (Original Story),One Way Passage,True,Oscars
1933,WRITING (Original Story),The Prizefighter and the Lady,False,Oscars
1933,WRITING (Original Story),Rasputin and the Empress,False,Oscars
1935,ACTOR,It Happened One Night,True,Oscars
1935,ACTOR,The Affairs of Cellini,False,Oscars
1935,ACTOR,The Thin Man,False,Oscars
1935,ACTRESS,It Happened One Night,True,Oscars
1935,ACTRESS,Of Human Bondage,False,Oscars
1935,ACTRESS,One Night of Love,False,Oscars
1935,ACTRESS,The Barretts of Wimpole Street,False,Oscars
1935,ART DIRECTION,The Affairs of Cellini,False,Oscars
1935,ART DIRECTION,The Gay Divorcee,False,Oscars
1935,ART DIRECTION,The Merry Widow,True,Oscars
1935,ASSISTANT DIRECTOR,Cleopatra,False,Oscars
1935,ASSISTANT DIRECTOR,Imitation of Life,False,Oscars
1935,ASSISTANT DIRECTOR,Viva Villa!,True,Oscars
1935,CINEMATOGRAPHY,The Affairs of Cellini,False,Oscars
1935,CINEMATOGRAPHY,Cleopatra,True,Oscars
1935,CINEMATOGRAPHY,Operator 13,False,Oscars
1935,DIRECTING,It Happened One Night,True,Oscars
1935,DIRECTING,One Night of Love,False,Oscars
1935,DIRECTING,The Thin Man,False,Oscars
1935,FILM EDITING,Cleopatra,False,Oscars
1935,FILM EDITING,Eskimo,True,Oscars
1935,FILM EDITING,One Night of Love,False,Oscars
1935,MUSIC (Scoring),The Gay Divorcee,False,Oscars
1935,MUSIC (Scoring),The Lost Patrol,False,Oscars
1935,MUSIC (Scoring),One Night of Love,True,Oscars
1935,MUSIC (Song),Flying Down to Rio,False,Oscars
1935,MUSIC (Song),The Gay Divorcee,True,Oscars
1935,MUSIC (Song),She Loves Me Not,False,Oscars
1935,OUTSTANDING PRODUCTION,The Barretts of Wimpole Street,False,Oscars
1935,OUTSTANDING PRODUCTION,Cleopatra,False,Oscars
1935,OUTSTANDING PRODUCTION,Flirtation Walk,False,Oscars
1935,OUTSTANDING PRODUCTION,The Gay Divorcee,False,Oscars
1935,OUTSTANDING PRODUCTION,Here Comes the Navy,False,Oscars
1935,OUTSTANDING PRODUCTION,The House of Rothschild,False,Oscars
1935,OUTSTANDING PRODUCTION,Imitation of Life,False,Oscars
1935,OUTSTANDING PRODUCTION,It Happened One Night,True,Oscars
1935,OUTSTANDING PRODUCTION,One Night of Love,False,Oscars
1935,OUTSTANDING PRODUCTION,The Thin Man,False,Oscars
1935,OUTSTANDING PRODUCTION,Viva Villa!,False,Oscars
1935,OUTSTANDING PRODUCTION,The White Parade,False,Oscars
1935,SHORT SUBJECT (Cartoon),Holiday Land,False,Oscars
1935,SHORT SUBJECT (Cartoon),Jolly Little Elves,False,Oscars
1935,SHORT SUBJECT (Cartoon),The Tortoise and the Hare,True,Oscars
1935,SHORT SUBJECT (Comedy),La Cucaracha,True,Oscars
1935,SHORT SUBJECT (Comedy),Men in Black,False,Oscars
1935,SHORT SUBJECT (Comedy),"What, No Men!",False,Oscars
1935,SHORT SUBJECT (Novelty),Bosom Friends,False,Oscars
1935,SHORT SUBJECT (Novelty),City of Wax,True,Oscars
1935,SHORT SUBJECT (Novelty),Strikes and Spares,False,Oscars
1935,SOUND RECORDING,The Affairs of Cellini,False,Oscars
1935,SOUND RECORDING,Cleopatra,False,Oscars
1935,SOUND RECORDING,Flirtation Walk,False,Oscars
1935,SOUND RECORDING,The Gay Divorcee,False,Oscars
1935,SOUND RECORDING,Imitation of Life,False,Oscars
1935,SOUND RECORDING,One Night of Love,True,Oscars
1935,SOUND RECORDING,Viva Villa!,False,Oscars
1935,SOUND RECORDING,The White Parade,False,Oscars
1935,WRITING (Adaptation),It Happened One Night,True,Oscars
1935,WRITING (Adaptation),The Thin Man,False,Oscars
1935,WRITING (Adaptation),Viva Villa!,False,Oscars
1935,WRITING (Original Story),Hide-Out,False,Oscars
1935,WRITING (Original Story),Manhattan Melodrama,True,Oscars
1935,WRITING (Original Story),The Richest Girl in the World,False,Oscars
1935,SPECIAL AWARD,,True,Oscars
1936,ACTOR,Mutiny on the Bounty,False,Oscars
1936,ACTOR,Mutiny on the Bounty,False,Oscars
1936,ACTOR,The Informer,True,Oscars
1936,ACTOR,Black Fury,False,Oscars
1936,ACTOR,Mutiny on the Bounty,False,Oscars
1936,ACTRESS,Escape Me Never,False,Oscars
1936,ACTRESS,Private Worlds,False,Oscars
1936,ACTRESS,Dangerous,True,Oscars
1936,ACTRESS,Alice Adams,False,Oscars
1936,ACTRESS,Becky Sharp,False,Oscars
1936,ACTRESS,The Dark Angel,False,Oscars
1936,ART DIRECTION,The Dark Angel,True,Oscars
1936,ART DIRECTION,The Lives of a Bengal Lancer,False,Oscars
1936,ART DIRECTION,Top Hat,False,Oscars
1936,ASSISTANT DIRECTOR,David Copperfield,False,Oscars
1936,ASSISTANT DIRECTOR,Les Miserables,False,Oscars
1936,ASSISTANT DIRECTOR,The Lives of a Bengal Lancer,True,Oscars
1936,ASSISTANT DIRECTOR,A Midsummer Night's Dream,False,Oscars
1936,CINEMATOGRAPHY,Barbary Coast,False,Oscars
1936,CINEMATOGRAPHY,The Crusades,False,Oscars
1936,CINEMATOGRAPHY,Les Miserables,False,Oscars
1936,CINEMATOGRAPHY,A Midsummer Night's Dream,True,Oscars
1936,DANCE DIRECTION,Gold Diggers of 1935,False,Oscars
1936,DANCE DIRECTION,Go into Your Dance,False,Oscars
1936,DANCE DIRECTION,Broadway Hostess,False,Oscars
1936,DANCE DIRECTION,Broadway Melody of 1936,True,Oscars
1936,DANCE DIRECTION,Folies Bergere,True,Oscars
1936,DANCE DIRECTION,King of Burlesque,False,Oscars
1936,DANCE DIRECTION,Top Hat,False,Oscars
1936,DANCE DIRECTION,Big Broadcast of 1936,False,Oscars
1936,DANCE DIRECTION,All the King's Horses,False,Oscars
1936,DANCE DIRECTION,She,False,Oscars
1936,DIRECTING,Captain Blood,False,Oscars
1936,DIRECTING,The Informer,True,Oscars
1936,DIRECTING,The Lives of a Bengal Lancer,False,Oscars
1936,DIRECTING,Mutiny on the Bounty,False,Oscars
1936,FILM EDITING,David Copperfield,False,Oscars
1936,FILM EDITING,The Informer,False,Oscars
1936,FILM EDITING,Les Miserables,False,Oscars
1936,FILM EDITING,The Lives of a Bengal Lancer,False,Oscars
1936,FILM EDITING,A Midsummer Night's Dream,True,Oscars
1936,FILM EDITING,Mutiny on the Bounty,False,Oscars
1936,MUSIC (Scoring),Captain Blood,False,Oscars
1936,MUSIC (Scoring),The Informer,True,Oscars
1936,MUSIC (Scoring),Mutiny on the Bounty,False,Oscars
1936,MUSIC (Scoring),Peter Ibbetson,False,Oscars
1936,MUSIC (Song),Top Hat,False,Oscars
1936,MUSIC (Song),Roberta,False,Oscars
1936,MUSIC (Song),Gold Diggers of 1935,True,Oscars
1936,OUTSTANDING PRODUCTION,Alice Adams,False,Oscars
1936,OUTSTANDING PRODUCTION,Broadway Melody of 1936,False,Oscars
1936,OUTSTANDING PRODUCTION,Captain Blood,False,Oscars
1936,OUTSTANDING PRODUCTION,David Copperfield,False,Oscars
1936,OUTSTANDING PRODUCTION,The Informer,False,Oscars
1936,OUTSTANDING PRODUCTION,Les Miserables,False,Oscars
1936,OUTSTANDING PRODUCTION,The Lives of a Bengal Lancer,False,Oscars
1936,OUTSTANDING PRODUCTION,A Midsummer Night's Dream,False,Oscars
1936,OUTSTANDING PRODUCTION,Mutiny on the Bounty,True,Oscars
1936,OUTSTANDING PRODUCTION,Naughty Marietta,False,Oscars
1936,OUTSTANDING PRODUCTION,Ruggles of Red Gap,False,Oscars
1936,OUTSTANDING PRODUCTION,Top Hat,False,Oscars
1936,SHORT SUBJECT (Cartoon),The Calico Dragon,False,Oscars
1936,SHORT SUBJECT (Cartoon),Three Orphan Kittens,True,Oscars
1936,SHORT SUBJECT (Cartoon),Who Killed Cock Robin?,False,Oscars
1936,SHORT SUBJECT (Comedy),How to Sleep,True,Oscars
1936,SHORT SUBJECT (Comedy),"Oh, My Nerves",False,Oscars
1936,SHORT SUBJECT (Comedy),Tit for Tat,False,Oscars
1936,SHORT SUBJECT (Novelty),Audioscopiks,False,Oscars
1936,SHORT SUBJECT (Novelty),Camera Thrills,False,Oscars
1936,SHORT SUBJECT (Novelty),Wings over Mt. Everest,True,Oscars
1936,SOUND RECORDING,Bride of Frankenstein,False,Oscars
1936,SOUND RECORDING,Captain Blood,False,Oscars
1936,SOUND RECORDING,The Dark Angel,False,Oscars
1936,SOUND RECORDING,I Dream Too Much,False,Oscars
1936,SOUND RECORDING,The Lives of a Bengal Lancer,False,Oscars
1936,SOUND RECORDING,Love Me Forever,False,Oscars
1936,SOUND RECORDING,Naughty Marietta,True,Oscars
1936,SOUND RECORDING,"$1,000 a Minute",False,Oscars
1936,SOUND RECORDING,Thanks a Million,False,Oscars
1936,WRITING (Original Story),Broadway Melody of 1936,False,Oscars
1936,WRITING (Original Story),G-Men,False,Oscars
1936,WRITING (Original Story),The Gay Deception,False,Oscars
1936,WRITING (Original Story),The Scoundrel,True,Oscars
1936,WRITING (Screenplay),Captain Blood,False,Oscars
1936,WRITING (Screenplay),The Informer,True,Oscars
1936,WRITING (Screenplay),The Lives of a Bengal Lancer,False,Oscars
1936,WRITING (Screenplay),Mutiny on the Bounty,False,Oscars
1936,SPECIAL AWARD,,True,Oscars
1937,ACTOR,Mr. Deeds Goes to Town,False,Oscars
1937,ACTOR,Dodsworth,False,Oscars
1937,ACTOR,The Story of Louis Pasteur,True,Oscars
1937,ACTOR,My Man Godfrey,False,Oscars
1937,ACTOR,San Francisco,False,Oscars
1937,ACTOR IN A SUPPORTING ROLE,My Man Godfrey,False,Oscars
1937,ACTOR IN A SUPPORTING ROLE,Come and Get It,True,Oscars
1937,ACTOR IN A SUPPORTING ROLE,Pigskin Parade,False,Oscars
1937,ACTOR IN A SUPPORTING ROLE,Romeo and Juliet,False,Oscars
1937,ACTOR IN A SUPPORTING ROLE,The General Died at Dawn,False,Oscars
1937,ACTRESS,Theodora Goes Wild,False,Oscars
1937,ACTRESS,Valiant Is the Word for Carrie,False,Oscars
1937,ACTRESS,My Man Godfrey,False,Oscars
1937,ACTRESS,The Great Ziegfeld,True,Oscars
1937,ACTRESS,Romeo and Juliet,False,Oscars
1937,ACTRESS IN A SUPPORTING ROLE,The Gorgeous Hussy,False,Oscars
1937,ACTRESS IN A SUPPORTING ROLE,My Man Godfrey,False,Oscars
1937,ACTRESS IN A SUPPORTING ROLE,These Three,False,Oscars
1937,ACTRESS IN A SUPPORTING ROLE,Dodsworth,False,Oscars
1937,ACTRESS IN A SUPPORTING ROLE,Anthony Adverse,True,Oscars
1937,ART DIRECTION,Anthony Adverse,False,Oscars
1937,ART DIRECTION,Dodsworth,True,Oscars
1937,ART DIRECTION,The Great Ziegfeld,False,Oscars
1937,ART DIRECTION,Lloyds of London,False,Oscars
1937,ART DIRECTION,The Magnificent Brute,False,Oscars
1937,ART DIRECTION,Romeo and Juliet,False,Oscars
1937,ART DIRECTION,Winterset,False,Oscars
1937,ASSISTANT DIRECTOR,Anthony Adverse,False,Oscars
1937,ASSISTANT DIRECTOR,The Charge of the Light Brigade,True,Oscars
1937,ASSISTANT DIRECTOR,The Garden of Allah,False,Oscars
1937,ASSISTANT DIRECTOR,The Last of the Mohicans,False,Oscars
1937,ASSISTANT DIRECTOR,San Francisco,False,Oscars
1937,CINEMATOGRAPHY,Anthony Adverse,True,Oscars
1937,CINEMATOGRAPHY,The General Died at Dawn,False,Oscars
1937,CINEMATOGRAPHY,The Gorgeous Hussy,False,Oscars
1937,DANCE DIRECTION,Gold Diggers of 1937,False,Oscars
1937,DANCE DIRECTION,Cain and Mabel,False,Oscars
1937,DANCE DIRECTION,The Great Ziegfeld,True,Oscars
1937,DANCE DIRECTION,Born to Dance,False,Oscars
1937,DANCE DIRECTION,One in a Million,False,Oscars
1937,DANCE DIRECTION,Dancing Pirate,False,Oscars
1937,DANCE DIRECTION,Swing Time,False,Oscars
1937,DIRECTING,Dodsworth,False,Oscars
1937,DIRECTING,The Great Ziegfeld,False,Oscars
1937,DIRECTING,Mr. Deeds Goes to Town,True,Oscars
1937,DIRECTING,My Man Godfrey,False,Oscars
1937,DIRECTING,San Francisco,False,Oscars
1937,FILM EDITING,Anthony Adverse,True,Oscars
1937,FILM EDITING,Come and Get It,False,Oscars
