year,category,winner,nominee
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,American Crime
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Downton Abbey
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Orange is the New Black
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Transparent
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Mr. Robot
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Outlander
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Alan Cumming
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Wolf Hall
2016,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Bloodline
2016,Cecil B. deMille Award,False,Denzel Washington
2017,Best Motion Picture - Drama,True,Moonlight
2017,Best Motion Picture - Drama,False,Hell or High Water
2017,Best Motion Picture - Drama,False,Lion
2017,Best Motion Picture - Drama,False,Manchester by the Sea
2017,Best Motion Picture - Drama,False,Hacksaw Ridge
2017,Best Motion Picture - Musical or Comedy,True,La La Land
2017,Best Motion Picture - Musical or Comedy,False,20th Century Women
2017,Best Motion Picture - Musical or Comedy,False,Deadpool
2017,Best Motion Picture - Musical or Comedy,False,Florence Foster Jenkins
2017,Best Motion Picture - Musical or Comedy,False,Sing Street
2017,Best Performance by an Actress in a Motion Picture - Drama,True,Elle
2017,Best Performance by an Actress in a Motion Picture - Drama,False,Arrival
2017,Best Performance by an Actress in a Motion Picture - Drama,False,Miss Sloane
2017,Best Performance by an Actress in a Motion Picture - Drama,False,Loving
2017,Best Performance by an Actress in a Motion Picture - Drama,False,Jackie
2017,Best Performance by an Actor in a Motion Picture - Drama,True,Manchester by the Sea
2017,Best Performance by an Actor in a Motion Picture - Drama,False,Loving
2017,Best Performance by an Actor in a Motion Picture - Drama,False,Hacksaw Ridge
2017,Best Performance by an Actor in a Motion Picture - Drama,False,Captain Fantastic
2017,Best Performance by an Actor in a Motion Picture - Drama,False,Fences
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True,La La Land
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,20th Century Women
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Rules Don't Apply
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,The Edge of Seventeen
2017,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Florence Foster Jenkins
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,La La Land
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,The Lobster
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Florence Foster Jenkins
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,War Dogs
2017,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Deadpool
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,Fences
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Moonlight
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Lion
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Hidden Figures
2017,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Manchester by the Sea
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Nocturnal Animals
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Moonlight
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Hell or High Water
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Florence Foster Jenkins
2017,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Lion
2017,Best Director - Motion Picture,True,La La Land
2017,Best Director - Motion Picture,False,Moonlight
2017,Best Director - Motion Picture,False,Manchester by the Sea
2017,Best Director - Motion Picture,False,Nocturnal Animals
2017,Best Director - Motion Picture,False,Hacksaw Ridge
2017,Best Screenplay - Motion Picture,True,La La Land
2017,Best Screenplay - Motion Picture,False,Nocturnal Animals
2017,Best Screenplay - Motion Picture,False,Moonlight
2017,Best Screenplay - Motion Picture,False,Manchester by the Sea
2017,Best Screenplay - Motion Picture,False,Hell or High Water
2017,Best Motion Picture - Animated,True,Zootopia
2017,Best Motion Picture - Animated,False,Kubo and the Two Strings
2017,Best Motion Picture - Animated,False,Moana
2017,Best Motion Picture - Animated,False,My Life as a Zucchini
2017,Best Motion Picture - Animated,False,Sing
2017,Best Motion Picture - Foreign Language,True,"France, Paul Verhoeven"
2017,Best Motion Picture - Foreign Language,False,"France, Houda Benyamina"
2017,Best Motion Picture - Foreign Language,False,"Chile, Pablo Larraín"
2017,Best Motion Picture - Foreign Language,False,"Iran, Asghar Farhadi "
2017,Best Motion Picture - Foreign Language,False,"Germany, Maren Ade"
2017,Best Original Score - Motion Picture,True,La La Land
2017,Best Original Score - Motion Picture,False,Moonlight
2017,Best Original Score - Motion Picture,False,Arrival
2017,Best Original Score - Motion Picture,False,Lion
2017,Best Original Score - Motion Picture,False,Hidden Figures
2017,Best Original Song - Motion Picture,True,La La Land
2017,Best Original Song - Motion Picture,False,Gold
2017,Best Original Song - Motion Picture,False,Moana
2017,Best Original Song - Motion Picture,False,Trolls
2017,Best Original Song - Motion Picture,False,Sing
2017,Best Television Series - Drama,True,"Crown, The "
2017,Best Television Series - Drama,False,Game of Thrones
2017,Best Television Series - Drama,False,Stranger Things
2017,Best Television Series - Drama,False,This Is Us
2017,Best Television Series - Drama,False,Westworld
2017,Best Television Series - Musical or Comedy,True,Atlanta
2017,Best Television Series - Musical or Comedy,False,Veep
2017,Best Television Series - Musical or Comedy,False,Black-ish
2017,Best Television Series - Musical or Comedy,False,Mozart in the Jungle
2017,Best Television Series - Musical or Comedy,False,Transparent
2017,Best Television Limited Series or Motion Picture Made for Television,True,The People v. O.J. Simpson: American Crime Story
2017,Best Television Limited Series or Motion Picture Made for Television,False,The Night Of
2017,Best Television Limited Series or Motion Picture Made for Television,False,American Crime
2017,Best Television Limited Series or Motion Picture Made for Television,False,The Dresser
2017,Best Television Limited Series or Motion Picture Made for Television,False,The Night Manager
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,True,The People v. O.J. Simpson: American Crime Story
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,American Crime
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,The Girlfriend Experience
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,London Spy
2017,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Confirmation
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,True,The Night Manager
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,The People v. O.J. Simpson: American Crime Story
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,The Night Of
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,All the Way
2017,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,The Night Of
2017,Best Performance by an Actress In A Television Series - Drama,True,"Crown, The "
2017,Best Performance by an Actress In A Television Series - Drama,False,Outlander
2017,Best Performance by an Actress In A Television Series - Drama,False,The Americans
2017,Best Performance by an Actress In A Television Series - Drama,False,Stranger Things
2017,Best Performance by an Actress In A Television Series - Drama,False,Westworld
2017,Best Performance by an Actor In A Television Series - Drama,True,Goliath
2017,Best Performance by an Actor In A Television Series - Drama,False,Mr. Robot
2017,Best Performance by an Actor In A Television Series - Drama,False,Better Call Saul
2017,Best Performance by an Actor In A Television Series - Drama,False,The Americans
2017,Best Performance by an Actor In A Television Series - Drama,False,Ray Donovan
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Black-ish
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Veep
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Divorce
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Insecure
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Jane The Virgin
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Crazy Ex-Girlfriend
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,True,Atlanta
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Black-ish
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Mozart in the Jungle
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Graves
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Transparent
2017,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,The Night Manager
2017,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Game of Thrones
2017,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,This Is Us
